const short Level1original_map0[16][300] = {
{ 8200, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 25, 51, 281, 264, -1476, 169, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, -1408, -1397, -1397, -1397, -1397, -1397, -1397, 
-1397, -1397, -5, 0, 0, -1408, -1397, -1397, -1397, -1397, -1397, -1397, -1397, -1397, -5, 0, 
0, -1408, -1397, -1397, -1397, -1397, -1397, -1397, -1397, -1397, -5, 0, 0, -1408, -1397, -1397, 
-1397, -1397, -1397, -1397, -1397, -1397, -5, 0, 0, -1408, -1397, -1397, -1397, -1397, -1397, -1397, 
-1397, -1397, -5, 0, 0, -1408, -1397, -1397, -1397, -1397, -1397, -1397, -1397, -1397, -5, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 550, 25, 256, 268, 21, 0, 4388, 0, 92, 0, 1056, 0, 1108, 0, 1260, 0, 
1600, 0, 2504, 0, 2588, 0, 2688, 0, 2772, 0, 3036, 0, 3204, 0, 3452, 0, 
3536, 0, 3620, 0, 3736, 0, 3820, 0, 3872, 0, 3988, 0, 4088, 0, 4188, 0, 
4256, 0, 1, 0, 0, 10241, 4410, 21504, 0, 0, 184, 964, 20, 0, 1025, 72, 
132, 2, 0, 17407, 27, 0, 2, 130, 134, 2, 512, 17407, 36, 0, 3, 19, 
0, 4, 4, 17407, 42, 0, 260, 130, 136, 2, 512, 17407, 53, 0, 5, 19, 
4, 4, 4, 17407, 65, 0, 262, 130, 138, 2, 512, 17407, 77, 0, 263, 130, 
140, 2, 255, 17407, 89, 0, 8, 19, 8, 4, 4, 17407, 103, 0, 265, 130, 
142, 2, 1024, 17407, 113, 0, 266, 128, 144, 2, 0, 17407, 130, 0, 267, 130, 
146, 2, 1024, 17407, 142, 0, 12, 130, 148, 2, 1, 17407, 151, 0, 13, 19, 
12, 4, 4, 17407, 166, 0, 14, 19, 16, 4, 4, 17407, 180, 0, 15, 130, 
150, 2, 1, 17407, 191, 0, 272, 130, 152, 2, 80, 17407, 201, 0, 273, 130, 
154, 2, 20, 17407, 212, 0, 18, 130, 156, 2, 1, 17407, 223, 0, 19, 130, 
158, 2, 1, 17407, 234, 0, 276, 130, 160, 2, 255, 17407, 244, 0, 277, 128, 
162, 2, 0, 17407, 254, 0, 22, 19, 20, 4, 4, 17407, 281, 0, 23, 19, 
24, 4, 4, 17407, 306, 0, 280, 128, 164, 2, 0, 17407, 325, 0, 25, 19, 
28, 4, 4, 17407, 344, 0, 26, 19, 32, 4, 4, 17407, 369, 0, 27, 19, 
36, 4, 4, 17407, 380, 0, 28, 19, 40, 4, 4, 17407, 398, 0, 29, 19, 
44, 4, 4, 17407, 407, 0, 30, 130, 166, 2, 1, 17407 },
{ 425, 0, 31, 19, 48, 4, 4, 17407, 439, 0, 32, 19, 52, 4, 4, 17407, 
452, 0, 33, 19, 56, 4, 4, 17407, 462, 0, 34, 19, 60, 4, 4, 17407, 
473, 0, 291, 130, 168, 2, 512, 17407, 484, 0, 36, 19, 64, 4, 4, 17407, 
496, 0, 37, 19, 68, 4, 4, 17407, 512, 0, 38, 19, 72, 4, 4, 17407, 
527, 0, 39, 19, 76, 4, 4, 17407, 540, 0, 296, 130, 170, 2, 512, 17407, 
549, 0, 41, 19, 80, 4, 4, 17407, 559, 0, 42, 72, 172, 2, 0, 17407, 
575, 0, 43, 19, 84, 4, 4, 17407, 590, 0, 44, 19, 88, 4, 4, 17407, 
611, 0, 45, 19, 92, 4, 4, 17407, 628, 0, 46, 19, 96, 4, 4, 17407, 
651, 0, 47, 19, 100, 4, 4, 17407, 670, 0, 48, 19, 104, 4, 4, 17407, 
695, 0, 49, 19, 108, 4, 4, 17407, 716, 0, 50, 19, 112, 4, 4, 17407, 
735, 0, 307, 130, 174, 2, 512, 17407, 752, 0, 52, 19, 116, 4, 4, 17407, 
763, 0, 53, 19, 120, 4, 4, 17407, 776, 0, 54, 19, 124, 4, 4, 17407, 
790, 0, 311, 130, 176, 2, 512, 17407, 800, 0, 312, 130, 178, 2, 512, 17407, 
811, 0, 313, 130, 180, 2, 512, 17407, 823, 0, 58, 19, 128, 4, 4, 17407, 
834, 0, 2158, 257, 2833, 232, 257, 22566, 859, 0, 1, 10241, 1, 21504, 0, 0, 
2, 52, 879, 0, 1025, 130, 0, 2, 512, 17407, 884, 0, 2158, 257, 2833, 4, 
257, 22528, 910, 0, 2, 8193, 7, 21504, 0, 0, 24, 152, 933, 0, -2015, 72, 
12, 2, 0, 17407, 943, 0, -2015, 72, 14, 2, 0, 17407, 959, 0, -2015, 72, 
16, 2, 0, 17407, 975, 0, -2015, 19, 0, 4, 4, 17407 },
{ 981, 0, -2015, 19, 4, 4, 4, 17407, 987, 0, -2015, 19, 8, 4, 4, 17407, 
995, 0, 7, 72, 18, 2, 0, 17407, 1010, 0, 4110, 257, 1285, 20, 262, 770, 
1284, 6, 1037, 0, 3, 10241, 2835, 21504, 0, 0, 52, 340, 879, 0, 1025, 130, 
24, 2, 512, 17407, 130, 0, 258, 130, 26, 2, 1024, 17407, 1058, 0, 3, 19, 
0, 4, 4, 17407, 1077, 0, 260, 130, 28, 2, 512, 17407, 1096, 0, 5, 130, 
30, 2, 4, 17407, 1119, 0, 262, 130, 32, 2, 512, 17407, 1136, 0, 263, 130, 
34, 2, 512, 17407, 1153, 0, 8, 19, 4, 4, 4, 17407, 1168, 0, 9, 19, 
8, 4, 4, 17407, 1191, 0, 266, 130, 36, 2, 4, 17407, 1217, 0, 267, 130, 
38, 2, 4, 17407, 1226, 0, 268, 130, 40, 2, 4, 17407, 1237, 0, 13, 19, 
12, 4, 4, 17407, 1264, 0, 14, 19, 16, 4, 4, 17407, 1290, 0, 271, 130, 
42, 2, 4, 17407, 1313, 0, 16, 19, 20, 4, 4, 17407, 1329, 0, 273, 130, 
44, 2, 4, 17407, 1341, 0, 274, 130, 46, 2, 4, 17407, 1369, 0, 275, 130, 
48, 2, 4, 17407, 1394, 0, 2158, 257, 2833, 76, 257, 22565, 1421, 0, 4, 8195, 
4660, 21504, 0, 0, 168, 904, 1444, 0, -2015, 72, 124, 2, 0, 17407, 1450, 0, 
-2015, 72, 126, 2, 0, 17407, 1462, 0, -2015, 72, 128, 2, 0, 17407, 987, 0, 
-2015, 19, 0, 4, 4, 17407, 20, 0, 261, 72, 130, 2, 0, 17407, 1474, 0, 
262, 72, 132, 2, 0, 17407, 1484, 0, 7, 19, 4, 4, 4, 17407, 1497, 0, 
8, 19, 8, 4, 4, 17407, 1510, 0, 9, 19, 12, 4, 4, 17407, 1523, 0, 
